Open,High,Low,Close,Volume,Year,Symbol
684.3494701778985,789.3322086161314,512.1583318045123,647.4722290039062,3042478770,2022,BAJFINANCE.NS
646.4677938329976,810.109230748623,540.1871280909953,724.6433715820312,2539334180,2023,BAJFINANCE.NS
725.5531572687302,777.6018198056745,611.9133606571849,678.1156616210938,2954167000,2024,BAJFINANCE.NS
678.1156838285779,1102.5,676.4260971937944,986.7999877929688,2376717439,2025,BAJFINANCE.NS
988.2000122070312,999.1500244140625,914.6500244140625,916.4000244140625,118646781,2026,BAJFINANCE.NS
73.82762506069318,140.85707488317186,65.32852431124246,129.9962921142578,155514960,2014,BAJAJFINSV.NS
130.2199916323734,214.94407324038295,120.10975639746577,197.81822204589844,179588040,2015,BAJAJFINSV.NS
198.02718153451204,346.66389603642943,154.36666309792548,288.37359619140625,388084240,2016,BAJAJFINSV.NS
288.6873113303078,577.0204093516762,284.782379051283,521.2516479492188,345774060,2017,BAJAJFINSV.NS
519.0193172097654,717.7464674047585,448.46142459461976,645.6678466796875,481369900,2018,BAJAJFINSV.NS
649.4609154894318,945.5410373464399,583.6675429749121,936.7008056640625,668920240,2019,BAJAJFINSV.NS
939.3583431409223,992.2097215562529,397.6354128006647,888.6358032226562,2116219260,2020,BAJAJFINSV.NS
890.9954828705986,1928.6296850873875,825.5127886776469,1637.334228515625,1001551800,2021,BAJAJFINSV.NS
1637.364025937005,1858.3706011103914,1070.9572068738291,1545.306396484375,753112333,2022,BAJAJFINSV.NS
1547.452960667019,1739.0550520470943,1213.0033832183387,1683.916748046875,403380127,2023,BAJAJFINSV.NS
1683.9167447866816,2028.9115488125337,1417.464733171465,1567.3363037109375,399047879,2024,BAJAJFINSV.NS
1564.2378515687283,2195.0,1564.2378515687283,2039.9000244140625,384886425,2025,BAJAJFINSV.NS
2045.0,2082.0,1931.199951171875,1942.5,16219839,2026,BAJAJFINSV.NS
30.2773890701569,69.57636827562828,27.33267585245821,57.25649642944336,2311444866,2014,BPCL.NS
57.51352604866718,87.48013358415432,55.83836265782963,81.16130065917969,2030813076,2015,BPCL.NS
81.22497659788519,129.4362503365206,67.46162601057753,119.56790924072266,2138614635,2016,BPCL.NS
120.41460546730436,163.28464024814414,118.22137961187858,153.263427734375,1803241710,2017,BPCL.NS
153.35226603215386,154.83250026026343,74.3345309566518,113.03648376464844,2775121928,2018,BPCL.NS
112.50672578005957,181.00549776481435,97.23784472644765,162.064208984375,3381010362,2019,BPCL.NS
162.21259563783292,168.1471949040421,87.63367308447198,132.528564453125,4750571478,2020,BPCL.NS
132.5285353260691,195.03793615392738,130.8419225733363,161.8280792236328,3939577890,2021,BPCL.NS
161.21931199105262,170.83371911166,124.72338096785946,143.1039276123047,2136484568,2022,BPCL.NS
142.90905004574014,215.8874535972546,135.9811977402441,206.62562561035156,2157605330,2023,BPCL.NS
210.63753712481514,355.84076052821354,204.08091866398576,276.77032470703125,3927959094,2024,BPCL.NS
276.62831337027677,386.0,225.83944732349474,384.0,2075651018,2025,BPCL.NS
386.3999938964844,388.1499938964844,345.5,354.54998779296875,97264585,2026,BPCL.NS
278.4198085444813,356.5469842791951,237.1193918275367,299.4145812988281,1280075179,2014,BHARTIARTL.NS
300.8576971844587,384.0944960874201,259.64512300195315,290.5907897949219,1261587785,2015,BHARTIARTL.NS
290.2067127102676,328.66473469083144,240.9923794040511,261.95391845703125,920475327,2016,BHARTIARTL.NS
259.76854386066594,485.27768174418907,256.3832077702643,455.0767517089844,1471472315,2017,BHARTIARTL.NS
456.23654384650814,466.11745876076844,240.9803001594056,274.281494140625,1724920722,2018,BHARTIARTL.NS
277.30960760289946,464.19255482968697,257.034716134831,435.70623779296875,2507448007,2019,BHARTIARTL.NS
435.945225034925,585.0201943909151,345.8024154426463,488.9797058105469,5187992882,2020,BHARTIARTL.NS
491.42607970995465,764.1000134034693,479.2423172759298,668.3186645507812,3935091141,2021,BHARTIARTL.NS
672.2281052084564,844.8053639204405,614.515019627513,791.3516235351562,1771831428,2022,BHARTIARTL.NS
791.4988568756722,1031.529950826312,722.337827637255,1017.969482421875,1250745597,2023,BHARTIARTL.NS
1017.7228936715331,1764.2510324215198,993.1169169235629,1574.586669921875,1639351147,2024,BHARTIARTL.NS
1579.793136063459,2174.5,1546.5708862217894,2105.60009765625,1697274455,2025,BHARTIARTL.NS
2114.800048828125,2125.0,1966.5999755859375,1980.5,87998157,2026,BHARTIARTL.NS
392.9875348513507,810.1755968963718,347.4281884757929,799.3587646484375,56191436,2014,BRITANNIA.NS
798.6854791330845,1500.1432258267275,792.0389769957947,1295.7529296875,95837016,2015,BRITANNIA.NS
1294.0496528113715,1576.694374931993,1094.2677418025373,1269.66943359375,95949504,2016,BRITANNIA.NS
1276.1800027255742,2196.0607059067706,1245.1012803666054,2083.402099609375,78483144,2017,BRITANNIA.NS
2101.429963573544,3079.7363703166566,1946.587695112564,2767.270263671875,69600891,2018,BRITANNIA.NS
2771.356665918967,3201.721433411285,2054.8190154677345,2705.03515625,106907911,2019,BRITANNIA.NS
2720.134026567129,3622.225736590102,1876.1393247679416,3300.815673828125,191239457,2020,BRITANNIA.NS
3299.569313649259,3910.936481591624,3061.723413851787,3395.819580078125,119523180,2021,BRITANNIA.NS
3399.5863049633595,4346.250931364258,2872.226738916349,4126.35205078125,86318497,2022,BRITANNIA.NS
4195.803724974376,5248.069160173514,3978.395695626395,5201.68896484375,84085994,2023,BRITANNIA.NS
5202.224434164453,6386.20856861246,4522.1061091064885,4701.14111328125,86723386,2024,BRITANNIA.NS
4690.7281371278295,6336.0,4447.712523679271,6031.0,90429507,2025,BRITANNIA.NS
6031.0,6271.0,5787.0,5872.5,5868217,2026,BRITANNIA.NS
374.2049056161763,628.5429187817143,340.73561218676923,585.0213623046875,409596313,2014,CIPLA.NS
585.1146476016312,703.1181218136385,533.5143486023071,608.5303955078125,421528444,2015,CIPLA.NS
611.7614532314319,616.6783968466244,428.4297137673572,534.5574951171875,423157514,2016,CIPLA.NS
535.4502088189546,625.6796368010881,451.2913286686417,573.9012451171875,315744366,2017,CIPLA.NS
573.4295980682748,642.9798028149162,476.70258935201895,492.33990478515625,578662991,2018,CIPLA.NS
492.81381470493955,555.3632209771088,371.3261041363935,455.8289489746094,595034223,2019,CIPLA.NS
458.49798512801897,808.1243898138822,338.67839344959674,789.775390625,1837940469,2020,CIPLA.NS
792.5205178082123,973.3559405266897,710.9375193349734,914.3734741210938,976092121,2021,CIPLA.NS
917.2306061830454,1153.5072248167046,832.9215867296928,1047.134521484375,482512563,2022,CIPLA.NS
1051.3192901650043,1259.3059643413953,829.1822013176072,1222.759521484375,462353929,2023,CIPLA.NS
1228.7932915876,1684.0603137461426,1223.1518993547065,1512.83935546875,474520416,2024,CIPLA.NS
1515.7580853381512,1673.0,1320.889802425397,1511.300048828125,361591369,2025,CIPLA.NS
1512.0,1539.699951171875,1281.699951171875,1308.9000244140625,40494156,2026,CIPLA.NS
108.36242141904272,172.30675109664202,97.72318349716771,156.1008758544922,922445603,2014,COALINDIA.NS
155.75519746371256,191.88496949695403,129.09639611537034,141.54251098632812,1046529441,2015,COALINDIA.NS
141.6283702489003,164.3078456211791,122.95917580517376,140.85537719726562,916733422,2016,COALINDIA.NS
140.87887573242188,156.02083638166957,116.64073340005078,131.23953247070312,1030008236,2017,COALINDIA.NS
131.26446872574775,160.41014487136016,120.71069141419152,131.06341552734375,1133707890,2018,COALINDIA.NS
131.19949682010628,151.51632371775491,99.18752456811295,117.97008514404297,1887776453,2019,COALINDIA.NS
117.97008573553332,119.78417066585106,66.6630012176525,87.54305267333984,3301322512,2020,COALINDIA.NS
87.51074708072088,139.6341183685067,80.95066905668507,106.04067993164062,3871094669,2021,COALINDIA.NS
106.91194971457813,199.8624175470178,106.73043536871296,181.79446411132812,3163052244,2022,COALINDIA.NS
183.16770038880549,336.8650020788322,170.52570472593672,331.14044189453125,2340732647,2023,COALINDIA.NS
332.7257031952505,489.05996820849026,324.09492043373064,358.3722229003906,2799363031,2024,COALINDIA.NS
357.81246105723284,412.3999938964844,330.62254523546545,399.0,1533716399,2025,COALINDIA.NS
399.0,442.0,398.25,425.0,172003766,2026,COALINDIA.NS
554.7101162217168,864.4582335309437,546.5792046377386,789.0032348632812,86433296,2014,DIVISLAB.NS
794.2915240048005,1149.1487718436435,719.7523387695503,1068.213134765625,91907873,2015,DIVISLAB.NS
1067.4269762264785,1291.183515047278,694.9832080708818,732.4121704101562,142712650,2016,DIVISLAB.NS
742.7857824130285,1079.6728939243762,497.7917640416297,1038.4052734375,485924413,2017,DIVISLAB.NS
1035.2382511841613,1503.434843168657,924.9546871537975,1412.5904541015625,215611256,2018,DIVISLAB.NS
1414.8293716843198,1800.4873011867103,1360.7610876912004,1777.234375,143052516,2019,DIVISLAB.NS
1776.4641571933566,3743.3734851006634,1577.2803883063766,3726.78564453125,275500180,2020,DIVISLAB.NS
3723.972758599058,5284.120729684475,3058.818334897888,4556.63037109375,158565696,2021,DIVISLAB.NS
4567.149381361697,4586.386148323073,3135.9440026720354,3349.95361328125,133879476,2022,DIVISLAB.NS
3356.6274867033426,3910.087781566963,2679.413102613267,3862.498046875,119066350,2023,DIVISLAB.NS
3868.533517137601,6256.959811548738,3314.472264521033,6071.1552734375,145714172,2024,DIVISLAB.NS
6062.395599631566,7039.446635250951,4932.540321884288,6392.5,104139958,2025,DIVISLAB.NS
6398.0,6731.5,5955.0,6051.0,5967769,2026,DIVISLAB.NS
470.1700540944513,681.943674737935,415.02432866637537,603.8119506835938,463130195,2014,DRREDDY.NS
600.7986440518144,820.3290116427829,551.86044240779,581.332763671875,553597185,2015,DRREDDY.NS
583.24028088555,693.8990459265582,514.2811675429512,575.5271606445312,455504375,2016,DRREDDY.NS
576.5801364522408,602.5037692133756,360.1881214319507,457.3895568847656,683470960,2017,DRREDDY.NS
456.5938157395256,525.5308509708194,357.50732087148145,500.02777099609375,1016343360,2018,DRREDDY.NS
500.33353951860124,576.1622125835618,357.93122306908845,553.5543212890625,868992440,2019,DRREDDY.NS
554.6039411066072,1068.414643848693,480.47370931991,1008.807861328125,1866700285,2020,DRREDDY.NS
1011.1626961782449,1088.1737578663667,801.410297620008,955.40185546875,980845320,2021,DRREDDY.NS
955.4019493902329,959.9384761027214,711.4404042582639,830.7147827148438,588155815,2022,DRREDDY.NS
834.8707274634493,1183.382624476447,818.4722665613759,1145.48876953125,507623665,2023,DRREDDY.NS
1145.903691800678,1412.5315374247275,1090.7126864176385,1379.7493896484375,519441440,2024,DRREDDY.NS
1379.6996885157137,1397.0398318187918,1013.5718351625553,1271.4000244140625,466106363,2025,DRREDDY.NS
1270.0,1270.0,1148.4000244140625,1242.0,33945074,2026,DRREDDY.NS
459.9375895622778,1458.6383781575767,404.47421050812954,1393.0299072265625,93370040,2014,EICHERMOT.NS
1387.1155100071142,2004.114470778854,1288.5007291714937,1562.4630126953125,189811410,2015,EICHERMOT.NS
1564.6368971374961,2483.101860575015,1371.9193051880086,2032.1529541015625,142673170,2016,EICHERMOT.NS
2087.791706094099,3131.1578327618613,2058.7910458717975,2837.57421875,98543800,2017,EICHERMOT.NS
2843.101594262479,3014.8800036316056,1878.1397948357376,2174.605712890625,156508650,2018,EICHERMOT.NS
2174.9725437104407,2218.209237770461,1437.8157702488443,2129.788330078125,343762530,2019,EICHERMOT.NS
2129.788523872837,2599.9251602846034,1186.9940559437389,2412.962890625,534010016,2020,EICHERMOT.NS
2413.0586305253655,2895.4795120144354,2196.3503877174735,2486.50634765625,243769994,2021,EICHERMOT.NS
2513.560027055773,3756.3203720856905,2071.7371714265973,3117.109130859375,191229728,2022,EICHERMOT.NS
3116.3849508180115,4100.800784268195,2738.787498191884,4045.63525390625,163821213,2023,EICHERMOT.NS
4047.099950595735,5039.653057592901,3478.3090071550264,4760.1767578125,155935589,2024,EICHERMOT.NS
4767.1860021505045,7374.5,4586.528606929082,7312.5,124022436,2025,EICHERMOT.NS
7317.0,7613.5,6910.5,7059.0,5902314,2026,EICHERMOT.NS
390.56744093324704,544.0462826094382,348.3891621608796,489.927490234375,125822056,2014,GRASIM.NS
491.222828119326,582.5274993497624,477.7627582496106,547.1737670898438,97477853,2015,GRASIM.NS
545.4761033364114,781.2364054088746,471.12745513469594,632.52685546875,188742985,2016,GRASIM.NS
636.3759923043694,1236.0738469875698,613.3917027221405,1108.4254150390625,392412187,2017,GRASIM.NS
1107.7598591331614,1199.0867182004113,722.9981398146988,789.5599975585938,260636518,2018,GRASIM.NS
791.3770119530244,917.9016751727091,611.7441540815264,717.9979858398438,435143200,2019,GRASIM.NS
721.0393554181717,926.5933561066694,371.76782622389436,901.1944580078125,659711912,2020,GRASIM.NS
897.9406489069231,1849.697732272539,893.8127577943324,1585.14111328125,372550244,2021,GRASIM.NS
1592.4696125449334,1885.6559855849216,1247.39783241569,1694.5946044921875,224973382,2022,GRASIM.NS
1696.4627905145373,2123.8247328616885,1501.439357417311,2110.527587890625,151308091,2023,GRASIM.NS
2120.6117741210815,2856.3428531188442,2001.549125721088,2433.84619140625,204616197,2024,GRASIM.NS
2431.155985886699,2977.800048828125,2268.696845700511,2829.0,155084465,2025,GRASIM.NS
2833.0,2893.0,2706.0,2839.300048828125,10753351,2026,GRASIM.NS
230.0096925726345,326.31561122852776,224.81590047192523,294.54815673828125,1067295580,2014,HCLTECH.NS
294.93560931757776,392.1130100139691,275.32857800574624,321.7569580078125,970124290,2015,HCLTECH.NS
321.7568948109528,337.26436796582743,269.9165542953071,321.1383056640625,963187718,2016,HCLTECH.NS
319.2183600306583,372.2215293396168,304.2668655479628,352.0234069824219,730598600,2017,HCLTECH.NS
351.43048209020714,447.5116573865537,346.27169299981983,384.3697509765625,1040516524,2018,HCLTECH.NS
383.4330961577324,474.26044269713486,366.6927294567725,456.2308349609375,886757373,2019,HCLTECH.NS
457.27487425382424,773.5321797751672,302.3661742236637,770.3972778320312,1719861943,2020,HCLTECH.NS
767.0182533966498,1153.1019535429962,732.781173477475,1113.042724609375,1318841833,2021,HCLTECH.NS
1110.7225191948264,1147.047747736659,758.9937416830718,918.2945556640625,847722194,2022,HCLTECH.NS
918.1177129398192,1394.1942791444942,905.8803325239833,1353.750732421875,647654872,2023,HCLTECH.NS
1348.1183327190397,1893.749095668484,1164.5846308561302,1833.876220703125,766718999,2024,HCLTECH.NS
1833.876359452131,1924.5464849686496,1258.6419391883555,1611.6251220703125,716372559,2025,HCLTECH.NS
1611.227959474964,1722.0,1568.7357464792142,1716.9000244140625,44727282,2026,HCLTECH.NS
151.14340852453216,222.2324018941954,139.55874697546557,217.13267517089844,1954106224,2014,HDFCBANK.NS
216.99575387185868,259.3175338785262,213.63015026516385,248.7770538330078,1542722392,2015,HDFCBANK.NS
248.8345216255186,305.5881883075583,213.33924921449068,279.5710144042969,1369097864,2016,HDFCBANK.NS
280.32427911648983,444.0282771597041,274.216948127618,436.86541748046875,1871459996,2017,HDFCBANK.NS
436.93534825316783,521.2752003513687,426.622745844024,498.1934509277344,2400392196,2018,HDFCBANK.NS
499.5906340212171,618.2688785595552,474.78307879886967,602.4510498046875,3183439560,2019,HDFCBANK.NS
604.3454493095634,693.5219326676075,349.86299150015697,680.2142333984375,7151797880,2020,HDFCBANK.NS
681.9664673920958,820.4746843514532,635.5548755229009,703.6581420898438,3735445174,2021,HDFCBANK.NS
706.3216999908345,819.0953496497071,611.8528538077786,783.413330078125,3923564542,2022,HDFCBANK.NS
782.8599557722763,855.3502267293802,710.6828703798318,831.8676147460938,7865311500,2023,HDFCBANK.NS
830.2858079331686,927.4634676846591,663.6203545889955,874.60302734375,10380272134,2024,HDFCBANK.NS
874.8989303590305,1020.5,801.3186405131205,991.2000122070312,4980188247,2025,HDFCBANK.NS
993.5,1006.4000244140625,905.0,917.5499877929688,522780622,2026,HDFCBANK.NS
302.8918150103442,409.29478108266187,299.96060389734083,378.4886169433594,307447842,2017,HDFCLIFE.NS
380.9399808553396,537.5812796698676,348.0918503589852,379.6162414550781,394978986,2018,HDFCLIFE.NS
380.25357952065673,636.6556315948503,337.698097338989,616.6123657226562,825784388,2019,HDFCLIFE.NS
613.6083479827854,678.1209411527835,334.874576583076,666.3018188476562,1027680424,2020,HDFCLIFE.NS
666.3018360209254,766.2117046295457,619.3705320597381,641.6460571289062,807988759,2021,HDFCLIFE.NS
646.0420060740536,670.5401089025926,491.00175985262894,560.92578125,959482593,2022,HDFCLIFE.NS
559.6875894644521,706.2394561426332,453.49548873434674,642.7316284179688,964507701,2023,HDFCLIFE.NS
643.029780018462,759.101767057804,508.26183610727145,615.34912109375,1167990019,2024,HDFCLIFE.NS
613.4044703307055,820.75,582.6893982272248,749.8499755859375,710836078,2025,HDFCLIFE.NS
750.0,779.9000244140625,708.0999755859375,717.9000244140625,45395958,2026,HDFCLIFE.NS
1449.263969920556,2358.7510397981105,1326.879998561681,2240.955810546875,108159911,2014,HEROMOTOCO.NS
2244.0940273204174,2269.990217871579,1623.9565807885615,1965.227783203125,135025607,2015,HEROMOTOCO.NS
1961.5080617168003,2767.265853073321,1734.0270838910317,2272.2822265625,96014952,2016,HEROMOTOCO.NS
2271.0503285512204,3130.389397578499,2211.735763662647,2895.68408203125,87814289,2017,HEROMOTOCO.NS
2914.694607052187,2971.619589975893,2080.437784499322,2438.896484375,102289767,2018,HEROMOTOCO.NS
2426.915246845398,2463.0557782001692,1804.6072777102654,1980.9246826171875,203467040,2019,HEROMOTOCO.NS
1990.5331855290663,2856.494178766487,1229.9153734388874,2616.777099609375,382034406,2020,HEROMOTOCO.NS
2620.984482848976,3115.541114498695,2007.8901003000362,2140.09814453125,197808736,2021,HEROMOTOCO.NS
2140.8802309192074,2643.7862999493213,1907.331295372874,2464.076171875,169791423,2022,HEROMOTOCO.NS
2464.0759478885543,3914.67115634507,2073.3834947262585,3864.400390625,151413932,2023,HEROMOTOCO.NS
3864.4003049224157,6002.599362284566,3668.6390422113122,3998.305419921875,181487167,2024,HEROMOTOCO.NS
4011.9509031045313,6388.5,3294.1890091098116,5771.0,181256241,2025,HEROMOTOCO.NS
5771.0,6049.0,5317.5,5337.0,8291512,2026,HEROMOTOCO.NS
112.80974286092727,183.01678390448333,88.97797478148512,145.83840942382812,2274953792,2014,HINDALCO.NS
145.69957358510388,149.91135571119426,63.3394452859401,79.52618408203125,1792132947,2015,HINDALCO.NS
79.47927730073809,174.5191424925466,55.175696543705726,146.4241943359375,2871569177,2016,HINDALCO.NS
147.17969926547647,264.4896910957228,145.62148404733188,259.50909423828125,2657606497,2017,HINDALCO.NS
258.9874095150693,269.4228023948129,182.47702890813565,215.70724487304688,2551211626,2018,HINDALCO.NS
215.03968679169077,215.27808999212502,163.63997039048115,207.5364227294922,1823973826,2019,HINDALCO.NS
207.53641579707883,247.00936803465532,81.51674365464298,232.14730834960938,3951708506,2020,HINDALCO.NS
230.65147409437313,536.2576006554052,216.7062315554557,462.1134338378906,3531603869,2021,HINDALCO.NS
